topic,sentiment,text
0,i,"@driusan They're confident about the magic of a longer interval. Spreading doses made sense then, given the scarcity, not so much more -though it may reduce myocarditis risk in kids (trials were small). There's nothing special about the Pfizer interval, either, so who knows...."
0,o,"In today's CP Image (https://t.co/vRGjK5aEuk), airport ground crew offload a plane carrying the first shipment of the Pfizer-BioNTech COVID-19 vaccine, approved for children aged five to 11, in Hamilton, Ont., Sunday, Nov. 21, 2021. THE CANADIAN PRESS/Tijana Martin #cpimages https://t.co/aXAIIgdOfW"
0,p,"Yesterday, @GovCanHealth authorized the Pfizer-BioNTech COVID-19 vaccine for children aged 5 to 11 - and I announced that our government has procured enough doses to fully vaccinate every eligible child in Canada. https://t.co/B7kXlW4oEP"
0,p,COVID-19 vaccine bookings for Alberta children start Wednesday https://t.co/pK6uMCbVE6
0,p,"Health Canada authorized a COVID-19 vaccine for kids aged 5 to 11 on Friday, following a month-long review of safety and efficacy data from Pfizer-BioNTech. https://t.co/6Pb2nSWdgF"
0,i,Dutch COVID infections hit weekly record; hospitals stressed.  https://t.co/eQnfcdxIJM #COVID19 #Covidiot #Covid #COVID19AB #Covid_19 #coronavirus #CoronaCapital2021 #Corona #CoronavirusUpdates #COVID19Vaccine #vaccinated #VaccineMandate #VaccineMandates #yyz
0,o,The Conversation: Moderna’s patent dispute with the U.S. government gets at a crucial question: control over how the drug is used https://t.co/HAVO3n3M6X
n,c,"@adamjrcorbett Not a single child has died from vaccination. You're trying to use kids as your shield for being scared of the needle. You want the needle not to work so badly because you're a coward that wants to say ""see! that's why I didn't get it"" so you come up with these trash narratives."
0,p,Psssttt Ottawa parents!  Kids 5-11 can now prebook for #covid19 #vaccination on our website or by clicking the link below:   https://t.co/JKmuNJlJ5X  Book Dose 1 HERE: https://t.co/8QhQQg8DCr
0,o,CSSDA fermetures (non COVID ) https://t.co/ruWQsSJdZC
0,i,"@BorisJohnsonsH1 @SkinnerPm Had my 1st dose a month ago, wasn’t as bad as my 2nd Moderna shot but had slight fever and fatigue. Heard that the 2nd dose will knock me on my butt."
p,o,"Austin is an innovation leader who worked with Johnson &amp; Johnson, AstraZeneca, MasterCard, Discovery Channel and Extreme Reach.   Check it out! https://t.co/eIbuxUcCyg #technology #innovation #career #leader"
0,p,Children’s COVID-19 vaccine appointments can be booked starting Wednesday #GPAB #YQU #CountyOfGP   https://t.co/C7VmLhc3O9
p,o,@DrJ56013122 That kind of thinking doesn't keep the lights on at Pfizer.   We need ti make sure the ceo gets a MASSIVE bonus for all the great work he's done this year
p,p,"My youngest kid got an appointment for her Pfizer shot this Friday! Let's do this, people!"
0,g,Minister could be refused entry after Manitoba legislature mandates vaccinations next month https://t.co/Ahecvv8IdG #cbcmb #mbpoli
0,p,Cloverdale Mall in Toronto [Toronto health unit] 385 2nd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON
n,c,"Just when you suspect @jkenney is finally starting to say the right things to pull Alberta out of the pandemic ASAP by encouraging more vaccination, he instead dusts off his anti-vaxxer dog whistle. It's comical, as much as it is unimaginably stupid.  #VaccinesWork https://t.co/sFThJPHHy5"
0,o,SOURCE:  https://t.co/HlrYKKgLZS
0,c,"@IrfanDhalla Honesty is important.  I had no problem getting vaccinated, but I'm hesitant to do so for my 7 yr old.  And I'm hearing more double vaxxed parents are also strongly against immediate vaccination."
n,i,Moderna was halted in Ontario at 1/5000 myocarditis rate. Pfizer is now at the same rate but remains approved for age&lt;24 and is now being injected into 5-11 year olds. Utter insanity. https://t.co/MvHFEoVuDp
0,p,UPDATE: Upwards of 80K appointments booked as Quebec opens COVID-19 vaccination for kids 5 to 11 https://t.co/wF5ncQhqyA
0,o,@hollyhoye Local mom’s group polls would show the same thing in #shpk despite having a pretty high overall vaccination rate.
0,p,"Mitchell Field Community Centre, East Bldg, CC Main entrance in Toronto [Toronto health unit] 351 1st dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
p,p,First vaccination appointments booked for 5y and 7y woohoo!
0,3,"@leahmcelrath In BC the “Booster” is just called “the Third Shot” …  I had Moderna 1st Vax, Pfizer 2nd Vax.  Here 5.5 months after the 2nd Vax is considered optimum on the evidence.   On assessment of the injection staff, they decided a full amount Moderna for my 3rd Vax."
0,p,A small group of Toronto children have become the first kids in Canada to receive Pfizer’s pediatric COVID-19 vaccine.  https://t.co/zzWAOPAH11
0,p,Carefirst Seniors &amp; Community Services Association in Scarborough [Toronto health unit] 120 1st dose Pfizer or Moderna spots added First available date is 2021-11-22 Book at https://t.co/XsOMsX4WEw See https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON
0,p,Proof of vaccination required for other workers entering #Manitoba hospitals. #COVID-19 https://t.co/FoEgzpXIDb https://t.co/wDtQn2zqud
0,i,@prernapickett I felt a bit yucky for about a day after I got Moderna
0,p,Canada received its first doses of the Pfizer COVID-19 vaccine for children on Sunday evening.   To book an appointment: https://t.co/zzD159FlKU
n,o,Need to take a flight for the first time in two years and ofc the dude sitting next to me at the gate is complaining about his Suncor bosses and having to show proof of vaccination
0,o,@CTVNews Well there you have it folks... Dr. Carrie Madej and her observation of Moderna...😷 https://t.co/KLmGHGILXd
p,p,@sdglasgow @mnrajah Yay! I hope they deploy full vaccination force into schools!
0,o,"How has history been shaped by infectious disease? From trade blankets, to the 1950s polio epidemic, to COVID-19, pandemics leave lasting impacts through generations.  Join our guided People and Plagues tour, starting this Thursday. Save your spot:  https://t.co/wYozNu3Ayi https://t.co/PJBNLE27jS"
n,o,"@silla_de_pensar @usehead_heart @cagey2577 @DianeDi18 @drsusanshaw @Covid19Critical Pfizer is making money off the vaccine, gobs of it. I think it's more than a wee bit immoral considering how needed it is right now, but what these doctors are doing making money selling snake oil as a legitimate treatment goes well past immoral, it's putting lives at risk."
0,p,Parents with kids aged 5-11 can book their vaccine appointments starting Wednesday morning at 8 a.m. Find the link to pre-register in the link below #YEG https://t.co/v6V7lJlW2n
n,g,"There was nothing in it that dealt with surgery backlogs or the @UMFA_FAUM strike or Covid outbreaks in schools and PCHs or specific initiatives dedicated to addressing MMIWG2S.   Her Throne Speech was completely void on addressing the #ClimateCrisis.  Same old, same old.   2/2"
0,i,She said there’s a thorough process before they report a death as a Covid death
0,3,Cloverdale Mall in Toronto [Toronto health unit] 329 3rd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON
n,g,"@TheRevengerists @ConspiracyWATCH @pfizer The EUA was approved om the basis that they stopped the infection. The narrative might have mutated faster than the virus but the facts didn't.  Opt out of the cult while you still can, it's not too late."
0,p,"@KikkiPlanet @ahopeross Recently travelled to Cuba. They checked my vaccine card very briefly. No QR code scan. On my return it was the same. Had to do a rapid PCR upon arrival and another 72 hours prior to landing, but never felt really hassled for proof of vaccination"
0,p,"Why not set up vaccination stations at the border? You want to cross, stick out your arm. Get 'er done. Better than nothing.⚡️ “Supply chain horrors feared as thousands of unvaccinated drivers won’t be allowed to cross U.S.-Canada border” by @TorontoStar https://t.co/pLLFMMZtla"
0,i,"@strauss_matt “We conclude that the mRNA vacs dramatically increase inflammation on the endothelium and T cell infiltration of cardiac muscle and may account for the observations of increased thrombosis, cardiomyopathy, and other vascular events following vaccination.”  https://t.co/8D3C0CPtJ8"
0,o,Follow up data from Phase III trial of Pfizer-BioNTech COVID-19 vaccine support safety in kids 12-15 https://t.co/1PwBHKd54Q
0,i,Hinshaw says those who are 12-29 have an increased risk for myocarditis for Moderna compared to Pfizer and advises those in that age group to be vaccinated with Pfizer instead. There is no ongoing risk if you are already vaccinated.
n,c,one thing fo sho not getting no damn moderna booster!!! I'm fine leave me alone! damn
p,p,Thank you @Canada @OttawaHealth for the prompt process. The kids are excited about getting vaccinated against COVID-19 this Friday. https://t.co/drpGmxHPc4
0,o,"Even with the #StatsCan adjustment in its population count, the tri-county health unit remains #Ontario's leader in the #COVID19Vaccine rollout. #COVID19 #COVID19Ontario   https://t.co/P2KiX1D40B"
0,3,"Woodbine Mall, Inside Hudson's Bay, Second level in Toronto [Toronto health unit] 335 3rd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
0,c,@BeeBeeBrunette @JenniferHAlford @PatBurkeNY It's sad that science has become so perverted that you have Twitter Freak #203 out here pretending that natural immunity isn't the entire basis that vaccination is built on  Why would the mRNA for a spike of the virus from 2020 be better than the actual virus as it exists today?
0,i,"The study author concluded that “mRNA [vaccines] dramatically increase inflammation on the endothelium and T cell infiltration of cardiac muscle and may account for the observations of increased thrombosis, cardiomyopathy, and other vascular events following vaccination.” https://t.co/T7ORipyrLT"
n,g,"@leahanneward @albertaNDP Covid wasn’t a thing when #AlbertaNDP were in power , respiratory illnesses can be spread indoors , outdoors . Masks , social distance , washing or sanitizing hands ,  vaccines are the way to stop spreading any virus. #UCP Leader and Caucus apparently didn’t know this !"
0,c,"@PamelaMarlette @SharpeSE1975 @Tea_Time_Toni @CryMeARiverUSA @Kris96619744 @dora_saar @ell_devon I’m intelligent enough to know that leading a healthy, active lifestyle helps to improve your immune system. I’ve had head colds with worse symptoms than I had with covid. I’m also intelligent enough to know that the best immunity comes from contracting a virus and fighting it."
0,p,"ICYMI: The provincial booking portal has opened a few minutes early for the 5 to 11-year old bookings. Visit https://t.co/hKF4javLTy or call 1-833-943-3900 to book an appointment.   For the latest information on vaccines for children, visit https://t.co/YvXnyLul8g. https://t.co/Z6zUplyZ4w"
p,c,"@helstw @sailorrooscout I, a lay person, read the study with the Janssen vaccine w mRNA boost. It looked like Spikevax gave a better boost. I am 💉💉Vaxzevria so I’m getting Spikevax. If the clinic only has Comirnaty I’ll still be well protected with it. Then I’ll toast Chise!"
0,i,"Hinshaw talks about Moderna vaccine for those aged 12-29.  Says data is clear while low, myocarditis is higher than Pfizer.  Moderna is 1 case/2k, Pfizer is 1 in 7K (both much lower than if you catch COVID)  Thus, are advising 12-29 get Pfizer."
0,p,"Health Canada approved the Pfizer COVID-19 Vaccine for children between the ages of 5 and 11 on Friday, and the province said starting Monday at 6:00 a.m., parents can book appointments for their kids to get the shot.  https://t.co/mjuchG2usV"
0,i,@HARRIETF74 I was AZ-Pfizer-Pfizer and got knocked on my butt for a week after the 3rd one. Also triggered vertigo and arthritis pain
0,p,"Woodbine Mall, Inside Hudson's Bay, Second level in Toronto [Toronto health unit] 384 2nd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
p,p,"Thousands of parents today booked their children for vaccination with no fuss or drama, just like they have over and over again for routine vaccinations.  Maybe that's the story."
n,c,"@cagey2577 @silla_de_pensar @DianeDi18 @drsusanshaw @Covid19Critical Why are you so oblivious. There are tons of ways the grifters separate you from your hard earned money selling you something won't help.  Is Pfizer profiting? Sure they are, but the data we have shows these vaccines work, but you are chosing to ignore what is right infront of you"
0,i,"Estimated number of Manitobans (all ages) with:  Zero COVID-19 vaccination doses: 330,055 (23.80%) One COVID-19 vaccination dose: 36,603 (2.64%) Two COVID-19 vaccination doses: 1,020,280 (73.56%)"
n,c,check out #Israel situation re #jabs   (of course #Pfizer pitched their poison on basis of relative risk reduction (a marketing metric) — *not* absolute risk reduction (the best metric)  (5/n)  https://t.co/HFHKqSuJ87 https://t.co/k6M3dqmvv1
0,o,@bkives @CBCMarina Wow...whats the latest vaccination date?
0,p,"Health Canada approved the Pfizer COVID-19 Vaccine for children between the ages of 5 and 11 on Friday, and the province said starting Monday at 6:00 a.m., parents can book appointments for their kids to get the shot.  https://t.co/OOlhsUbO48"
0,p,COVID-19 vaccine bookings for Alberta children start Wednesday https://t.co/pK6uMCbVE6
0,g,"Legault defending his use of emergency measures, saying that’s how he can impose masks in elementary schools, implement the vaccine passport, and offer Covid bonuses."
0,p,"@nobodyuno5 @angrybklynmom TBH, at my workplace, it's a non-issue. I don't know of any unvaccinated co-workers nor has anyone even brought it up. The vaccination impact consists of people taking time off to get vaccinated."
0,p,"My children, aged 8 and 10, are receiving their first Pfizer doses on Thursday. https://t.co/keW7QDDpgy"
0,c,Anyone out there know which booster you should get if you got a combo Pfizer/Moderna for the first two? @MaryFernando_
p,p,"80,000 vaccination appointments have already been made on ClicSanté for Quebec kids age 5-11. Way to go, moms and dads! So excited for my nephew to get his jab next week 💕"
0,p,"BOOK A PFIZER COVID-19 VACCINATION FOR YOUR CHILD 5-11 yrs old on the Ont. health portal: https://t.co/quNng9XN39. Bookings start today. Vaccinations also available at local pharmacies incl. Shoppers Drug Mart, Rexall, Zehrs, Walmart etc. Here’s a list: https://t.co/lzG6g1Y4PL https://t.co/lfxH5hQoAg"
n,c,@erinotoole : give me a brake! It’s time for you  to tell your many Anti-VAXers that they get two shots of Pfizer or Moderna  within 2 months or…… https://t.co/ewl4hBpl7l
0,o,"A reminder that our Christmas Extravaganza requires all attendees be fully vaccinated. Proof of vaccination must include your scannable QR code and matching, valid ID. If you have any questions regarding whether your documentation is suitable, please contact us!"
0,o,@Nadia03379363 I social distance every chance I get…. Not because of covid… I just don’t like many people 🤣
0,p,"Office of the Premier of Ontario: ""Following Health Canada’s approval of the paediatric Pfizer COVID-19 vaccine, children aged 5 - 11 will be eligible to book their appointment to receive the vaccine beginning Tuesday, November 23.""  Details 👉 https://t.co/gfmISEhQR0 https://t.co/QPR2jjMPuX"
0,p,@zimmi70 @imgrund Japan upped its vaccination rates amongst the young that’s the main reason for their success and complying with wearing masks
n,c,"@aaronhoyland Also STOP ACTING LIKE HE DOESN'T KNOW THAT KIDS CAN SPREAD COVID SO THEY SHOULD BE PROTECTED AND VACCINATED REGARDLESS OF WHETHER THEY ARE AT LOW RISK OF DEATH, ARRRGGGHHHH"
0,3,"Woodbine Mall, Inside Hudson's Bay, Second level in Toronto [Toronto health unit] 180 3rd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
0,p,"The first delivery of Pfizer-BioNTech's COVID-19 vaccine for children aged five to 11 has landed in Canada, with 2.9 million set to be delivered by the end of the week.  November 21, 2021 at 10:13AM   By: Christian Paas-Lang https://t.co/uvbUmvY2QU Winnipeg Landscaping   KS Lan…"
0,o,"Canada has a unique opportunity to become a world leader in #AppliedAI - and #Alberta is the ""hidden gem"" in Canada's AI ecosystem. Read more in this interview w/ AltaML's co-CEOs @NicoleLJanssen and @CoryJanssen.  https://t.co/nfHPij5tPQ via @FuturEconomy #CanadaAI #canadiantech"
0,3,"@Scott_755 If you are bivaxxual like me (1st dose AZ, 2nd dose Pfizer), yup. I had my 3rd shot 2 months after my second."
0,p,ICYMI: @GovCanHealth has authorized the use of the Pfizer-BioNTech Comirnaty #COVID19 vaccine in children ages 5 to 11: https://t.co/f1mYDVxkQh.   Visit https://t.co/FumluLH6mj to learn more about the next phase of Manitoba's vaccine campaign. #ProtectMB #COVID19MB #Manitoba https://t.co/2xGzj6l6NZ
0,c,"@AZ_Brittney Moderna,  higher rate of protection  Not by much but still"
0,i,"Active cases, by vaccination status:   Not: 800 (52%) Partially: 73 (5%) Fully: 655 (43%)  In hospital:  Not: 56 (52%) Partially: 6 (6%) Fully: 45 (42%)  In ICU:  Not: 14 (78%) Partially: 0 (0%) Fully: 4 (22%)"
0,p,@VeraEtches From NACI: Children who receive the 10 mcg Pfizer-BioNTech COVID-19 vaccine for their first dose and who have turned 12 years of age by the time the second dose is due may receive the 30 mcg Pfizer-BioNTech COVID-19 vaccine that is authorized for individuals aged 12 years and 2/3
0,i,"@KellDA @davenewworld_2 Covid cases were 2,315 in Canada (7 day average 2,478) with &gt;90% of eligible population over 12 vaccinated.   Pfizer just approved Friday for 5-11 y-o. Cases are rising slowly but deaths, ICU and hospitalization is relatively flat or dropping. 23 deaths today vs 200 in Jan 2020."
0,p,"@Elle67328180 @Nav_Gir @jkenney @MattJonesYYC ""Last month the European Medicines Agency announced that it had started evaluating the Pfizer vaccine for children aged five to 11. It is not expected to reach a decision until the end of December.""  It's not like they aren't working on it"
n,c,This is the fruit on social engineering through intense propaganda campaigns. The powers that be would have us all believe that Pfizer et al died on the cross for our sins. https://t.co/CCZVi6qvUJ
0,p,"Starting Nov. 30th, 2021 three additional COVID -19 Vaccines approved for use by the world health organization will be accepted for travel to and within Canada A Full course of Sinopharm, Sinovac &amp; Covaxin vaccines will be acceptable under the new rules   📱 +1 (647) 333 6867 https://t.co/9PmjaiHBNW"
0,i,"@alexharv074 @karenfriesen11 @KoenSwinkels ...roaring through highly vaccinated populations.  I appreciate you sending me this article, and it does make a case that the recent vaccination regime has had a defined and measurable effect on the virus's evolution.  I'll add this opinion to my set of logical filters."
0,p,3 days ago Health Canada approved use of the Pfizer-BioNTech’s #COVID pediatric #vaccine for kids 5-11 (already approved a few weeks ago in the US).  https://t.co/9w74L8z8QF https://t.co/rwmEqzElKy
0,i,@HeyNurseKat @MikeLadano @Browfilla @arkellsmusic @epdevilla Have no fear... Pfizer will come out with a pill to treat the adverse effects of the vaccine
0,p,"Vaccination against COVID-19 is now available to children ages 5 to 11 years old with the Pfizer vaccine. Available by appointment at our 2 mass vaccination sites, located at Décarie Square and in Parc-Ex. Appointments can be made here:  https://t.co/aP3Dbf6Etz or 514-644-4545 https://t.co/NTvLbCoibp"
0,i,"Quebec regions struggling with lower vaccination rates, school outbreaks https://t.co/Qu586IuFP8"
0,p,16 and 17 year olds are now eligible for a second dose of the COVID-19 vaccine.  Find out more and book online 👇 https://t.co/JdHlgqor0z https://t.co/YupAVhZQLN
n,c,@denty_shauna @ctvedmonton No this is reward for a choice I hate Chappin’s in many ways but agree rewarding preferred behaviour is better however I don’t agree with forced vaccination I do agree with this in ways still will never see me knowingly buy their Ice cream.
n,c,"@b1gd0g13 @bounder70 @680CJOB @roussin_brent Yup, pure Dr.Evil, it's like we are living in a live Bond movie. Follow the money, read the leaked Pfizer docs with countries, and how Bill Gates is at the top, buying off the media for $319M to shade his involvement. https://t.co/IpWboA9M43"
0,c,@ab_vax Any reason why? They did it with the 12 years olds. My daughter got her adult sized pfizer dose and she turns 12 this month.
0,p,"Metro Toronto Convention Centre, N Bldg at Front &amp; John in Toronto [Toronto health unit] 181 2nd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
0,p,Health Canada has approved the use of the Pfizer-BioNTech COVID-19 vaccine for children aged 5-11. Here are some tips provided by the HKPR health unit on how to prepare your child for the vaccine. https://t.co/9P3mlkHTkh
0,c,"@cagey2577 @silla_de_pensar @DianeDi18 @drsusanshaw Because evidence evolves we change what we do. VITT from AZ had an observer led incidence of about 1/60,000 in Canada. Deaths were about 1/2,000,000. That was too high a risk for Health Canada when there were other options. I took AZ first dose and Moderna 2nd and have no regrest"
0,p,The #COVID19 viral-vector vaccine Janssen is now available at some pharmacies and medical clinics to those ages 18 and older. Individuals wishing to receive Janssen can check the updated online vaccine finder map at https://t.co/d7mWZf6vze.
0,p,MPI Implementing New Vaccination Policy https://t.co/JcuAnOFZ0g https://t.co/44NwACZp4Z
p,g,Great bilingual thread on how we’re likely stuck with COVID and what that means. https://t.co/p9FpQVswkz
n,c,"@MichaelPSenger Not just vaccines. Vaccines created largely by Pfizer, who fudged their data according to a whistleblower published in the goddamn *BMJ*   Mandates force people to trust Big Pharma's word.  https://t.co/q3la62sG7S"
n,c,@FillmoreWhite @TravisDogBenson @allisonjade @hollyhoye The stats don't agree with your statement.  Especially regarding the efficacy of the covid vaccine.  Look up the definition of vaccines.  The Pfizer and moderna products dont meet the thresholds to be classed a vaccine.  Reducing symptoms is more therapeutic then vaccine.
0,c,@kyle_minogue I'm literally same as you minus 2 weeks I was AZ followed by Moderna 10 weeks.
n,c,"@galtwilson @IrfanDhalla The virus mutates to beat the vaccination, therefore your bullshit statement is exactly that"
n,p,@StephanFrster3 @NIHDirector People are still sleeping here in #canada No awareness about traditional vaccines and blind trusting Pfizer for their children #HealthCanada approved Pfizer for children and people are happy 💀 @CBCNews @CityNewsTO @fordnation @JustinTrudeau
n,c,"@JustinTrudeau These shots aren't going to get rid of covid!! Hahah people are still catching it and spreading it and dying of it while fully vaccinated. If you can not see that, your just a big joke hahaha. It is NOT preventing this disease st all!!"
0,p,Arbitration decisions - two decisions addressed legality of mandatory vaccination policies https://t.co/WeOgxXHmDw
0,i,@HeyNurseKat @MikeLadano @Browfilla @arkellsmusic @epdevilla Have no fear... Pfizer will come out with a pill to treat the adverse effects of the vaccine
0,g,Conservatives say all MPs should vote on vaccination mandate to enter House https://t.co/ntpwTqPqRR https://t.co/tbX7088JJh
n,g,"There was nothing in it that dealt with surgery backlogs or the @UMFA_FAUM strike or Covid outbreaks in schools and PCHs or specific initiatives dedicated to addressing MMIWG2S.   Her Throne Speech was completely void on addressing the #ClimateCrisis.  Same old, same old.   2/2"
n,g,"@aaronhoyland sigh, the language that our premier is using around this particular wave of vaccination is NOT helping - parent of a 4 yr old, turning 5 in January and will be FIRST in line"
0,g,Here's an FAQ from the government: https://t.co/y4zMFhqHA1
0,p,Vaccine booking is now open to include youth aged 5-11 for their first dose of a Pfizer COVID-19 vaccine. #HPPH #WDGPublicHealth #COVID19   FULL STORY: https://t.co/06iP0YX8vJ https://t.co/7F0ap2HnUg
0,p,"NEW - As of 5:00PM, over 87,500 vaccination appointments for kids aged five to 11 have been booked using the provincial booking system, according to Health Minister Elliott."
0,p,Premier Kenney says the Pfizer vaccine supply for children has arrived in the province. Parents can book 1st dose appointments for those 5-11 starting tomorrow morning.
0,p,LISTEN LIVE: Alberta officials provide update on COVID-19 vaccine rollout for kids. #YEG #COVID19AB https://t.co/8wWln5qq4l
p,p,It was an honour to be there to watch these amazing kids step up to help end #COVID19.   The Pfizer vaccine for 5-11 year olds is safe and effective. Review the evidence for yourself here: https://t.co/E0x8fBcYpl  Over to you kids 💪🏼.   @LennoxHuang @julia_orkin @ronald_cohn https://t.co/0JQS97miNX
n,c,@hiebzky Someone tell them to get their flu shot. I saw on a screenshot of a Telegram group that someone talked to an anonymous ex-Pfizer employee who told them that the mercury in the flu shot stops the Pfizer mRNA from being transcribed. They cancel each other out.
0,c,"@usykM @AcidReign10 @ctvedmonton With the benefit of hindsight I would have waited for the Pfizer, as it ended up only being a few weeks before it was available and was the safer option. And of course, AZ is no longer used in Canada because we have safer options."
0,p,"“Already, the Government has mandated vaccination for federal and federally-regulated workers, and for everyone travelling within Canada by plane (...).  It has also ensured a standardized Canadian proof of vaccination for domestic and international use.” https://t.co/mq4sHHS4NM"
0,p,16 and 17 year olds are now eligible for a second dose of the COVID-19 vaccine.  Find out more and book online 👇 https://t.co/JdHlgqor0z https://t.co/YupAVhZQLN
0,p,@DocSeanW Unfortunately you could include the CMOH in this list. All her “kids don’t get sick” crap will result in extremely low uptake in vaccination for young kids. I hope I’m proven wrong but 90/300k kids registered us 👎
0,3,"Centennial College, Progress Campus in Scarborough [Toronto health unit] 1570 3rd dose Moderna spots added First available date is 2021-11-22 Book at https://t.co/kLGc2WjCf1 See https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON"
n,c,"""Chapmans Ice Cream Receives Overwhelming Support From Staff and Consumers Regarding Vaccine Policy.""  This is not hard, @CBC. How do you not understand narrative control?   https://t.co/poomO1fvS7"
n,c,@Jennife76009497 @BogochIsaac @TOPublicHealth @joe_cressy Another reminder. “While it is not justified to vaccinate children only to benefit others”.  https://t.co/iApx9RrHrR
0,g,"‘Further, faster’: Throne Speech presents Liberal plan to tackle COVID-19, climate change, and reconciliation, by @Matt_HorwoodHT #cdnpoli   https://t.co/y1UjmKHWvp (subs) https://t.co/PWces96uOA"
0,p,Children 5-11 will soon be able to get their first doses of the Pfizer vaccine. https://t.co/TS2orQNgSV
0,i,@HeyNurseKat @MikeLadano @Browfilla @arkellsmusic @epdevilla Have no fear... Pfizer will come out with a pill to treat the adverse effects of the vaccine
0,p,"Metro Toronto Convention Centre, N Bldg at Front &amp; John in Toronto [Toronto health unit] 181 2nd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
n,i,Remember when the Pfizer/Moderna gave the vax to their trial control groups almost immediately? Now the unvaxxed are the only control group that's left.  No comparison = can't assess  the long term side effects of the vax. They are pushing this to cover their asses.
0,c,"Bold attitude may be due to ""COVID fatigue"", pollster says, or Canadians believe full vaccination is enough. #COVID19  https://t.co/WSwCyDAD3V"
n,o,"“Manitobans caught in this massive backlog, they need hope, they need to see action. They need to see that help is on the way. And unfortunately, today they were left waiting again.”  https://t.co/8QUFxtf1nU"
0,o,@waynefrommtl They are using the Pfizer vaccine.
0,o,A UPS aircraft carrying thousands of pediatric doses of the Pfizer-BioNTech vaccine landed at @flyyhm  in #HamOnt on Sunday. https://t.co/Oc1XFnx2rn
0,p,The Premier adding parents will be able to book COVID-19 vaccine appointments for their children (aged 5-11) starting tomorrow. Unvaccinated kids will not be subject to the restrictions exemption program.
p,3,"Booked booster shot for Tuesday.  Apparently in Ontario it’s not 6 months after your 2nd AstraZeneca, it’s 24 weeks, so mine’s coming a little earlier than expected.  (Thankfully this is a quiet week for us Canadians who work for Americans. Just in case.)"
0,p,"Woodbine Mall, Inside Hudson's Bay, Second level in Toronto [Toronto health unit] 180 1st dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
0,3,"Mitchell Field Community Centre, East Bldg, CC Main entrance in Toronto [Toronto health unit] 282 3rd dose Pfizer or Moderna spots added First available date is 2021-11-25 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
0,o,"@bruce_arthur They’ll get a Pfizer product, one way or another."
0,o,"But besides whatever the hell they did with Halle Berry, do you know what still doesn't work? The desperate search for any chemistry between Jackman and Famke Janssen."
0,i,Public Health Ontario Report:  - 25 Fully Vaccinated Breakthrough deaths (11.01.2021 - 11.14.2021) - 146 Fully Vaccinated Breakthrough deaths (06.26.2021 - 11.14.2021)  …Does this mean that public health measures are working to protect the vulnerable?  https://t.co/zjI2yK5o3m https://t.co/oRuqONlJPE
p,p,@levecque_denise Hello! Great question. @OttawaHealth's website has a vaccination page with information: https://t.co/1GFWoYaNOY
0,p,"With vaccines now approved for kids aged 5 to 11 in 🇨🇦, ""it is important to pause and draw attention to one undeniable truth in the pandemic: children remain invisible.""  Great @GlobeDebate: Children’s voices deserve to be heard during COVID-19.  https://t.co/vNUyZyGtDo"
n,c,"@timeToThinkOf @HarperDJ If you can’t see the bias and manipulation of facts in these articles I don’t know what to tell you. Yes vaccination offers good protection, but not nearly as much as those with natural immunity from previous infection have. Antibodies are a small portion of immunity."
p,i,"@LizSzabo Liz, sending our strength and support today and always. We encourage you to contact our Information Specialists, who can answer a wide range of questions regarding COVID-19, cancer diagnoses, treatment, and more → https://t.co/vjNe2iSCzb"
0,p,"To Enter Canada! Sinopharm, Sinovac and COVAXIN are being added to Canada's list. Pfizer-BioNTech, Moderna, AstraZeneca and Janssen  (Johnson &amp; Johnson) will continue to be considered eligible vaccines as well.  Starting November 3…https://t.co/O4DxVKXLcG https://t.co/R1hp5WULv9"
